user_id:token	item_id:token	timestamp:float
124	35080	1578488507.0
262	56607	1578549557.0
262	57481	1578549561.0
262	57482	1578549571.0
794	36700	1578550480.0
794	36587	1578551087.0
262	56446	1578551257.0
114	22350	1578551539.0
875	31803	1578555084.0
875	3907	1578555093.0
875	1149	1578555097.0
875	21922	1578555101.0
875	18880	1578555110.0
875	18806	1578555234.0
1293	49469	1578555536.0
1293	47660	1578555542.0
1293	43563	1578555551.0
1293	43487	1578555560.0
1293	43483	1578555567.0
1272	37482	1578555756.0
1272	24150	1578555765.0
1272	35841	1578555793.0
1272	35839	1578555822.0
176	31624	1578564672.0
176	31604	1578564677.0
782	49079	1578567279.0
782	49081	1578567281.0
782	49080	1578567282.0
212	30799	1578569454.0
212	30800	1578569458.0
212	30801	1578569467.0
212	23386	1578569474.0
248	30745	1578569936.0
248	21056	1578569946.0
248	30832	1578569951.0
248	21057	1578569958.0
770	26910	1578572804.0
257	39910	1578577213.0
230	42511	1578577880.0
230	56273	1578577933.0
877	4882	1578620886.0
877	4883	1578620888.0
205	7051	1578626649.0
106	41055	1578630907.0
1310	44709	1578633062.0
1310	48125	1578633075.0
1304	4814	1578644698.0
1304	6927	1578644703.0
767	46961	1578649511.0
874	19569	1578649754.0
820	2027	1578661458.0
820	381	1578661466.0
863	10966	1578661775.0
66	21159	1578662868.0
66	21158	1578662874.0
785	12763	1578705688.0
176	43756	1578710396.0
176	43757	1578710401.0
1274	10599	1578712670.0
1274	9848	1578712680.0
1274	10975	1578712702.0
1274	9851	1578712733.0
1274	10976	1578712740.0
1274	10184	1578712751.0
765	47166	1578726272.0
765	47165	1578726279.0
91	50108	1578728344.0
56	16	1578730420.0
245	42399	1578735175.0
66	32177	1578742492.0
86	4553	1578742686.0
86	2245	1578745467.0
86	22318	1578745494.0
86	22317	1578745504.0
86	35494	1578745507.0
86	36994	1578745539.0
134	6174	1578747810.0
134	6175	1578747820.0
770	43810	1578749985.0
23	48740	1578750961.0
1286	8361	1578792060.0
1286	35250	1578792085.0
797	36033	1578800823.0
797	23794	1578800835.0
797	5569	1578800841.0
797	5570	1578800845.0
797	24892	1578800850.0
41	23333	1578802580.0
53	392	1578803012.0
205	30789	1578804708.0
248	31522	1578805614.0
65	16096	1578815113.0
36	43037	1578816930.0
36	45001	1578816937.0
36	44437	1578816941.0
36	50337	1578818189.0
847	15948	1578818540.0
65	52775	1578818940.0
1306	10511	1578820591.0
1306	52091	1578820598.0
1306	10596	1578820604.0
826	44155	1578822592.0
62	6154	1578823472.0
177	26796	1578824069.0
176	39904	1578824284.0
856	10516	1578824329.0
53	48688	1578826481.0
247	53696	1578827906.0
247	53695	1578827914.0
260	34917	1578836937.0
252	31684	1578886108.0
252	54469	1578886113.0
252	44755	1578886126.0
107	88	1578893194.0
834	50805	1578894714.0
834	19759	1578894723.0
834	54024	1578894751.0
176	42260	1578899961.0
156	37120	1578905503.0
156	32241	1578905513.0
156	32245	1578905534.0
156	30680	1578905544.0
156	32219	1578905552.0
156	32246	1578905577.0
156	32242	1578905582.0
156	32243	1578905587.0
156	32244	1578905591.0
91	50362	1578907538.0
91	41599	1578907542.0
807	38123	1578909665.0
86	324	1578917141.0
248	54265	1578919013.0
193	24363	1578919019.0
248	41904	1578919024.0
248	41354	1578919038.0
248	42389	1578919046.0
225	55225	1578919948.0
759	46958	1578964062.0
759	46961	1578964068.0
759	28425	1578965723.0
70	42576	1578967010.0
70	44274	1578967021.0
70	44275	1578967031.0
70	42320	1578967051.0
70	19644	1578967071.0
769	49707	1578969400.0
1306	12811	1578970035.0
1306	12316	1578970036.0
1306	12768	1578970037.0
1299	10994	1578972016.0
1306	12823	1578972076.0
1306	12767	1578972082.0
1306	12824	1578972087.0
1306	12825	1578972094.0
99	31636	1578973161.0
99	2027	1578973198.0
99	30068	1578973213.0
99	46224	1578973221.0
99	2855	1578973318.0
99	44719	1578973319.0
82	43887	1578978042.0
82	44190	1578978052.0
82	42323	1578978073.0
82	48248	1578978079.0
82	53659	1578978084.0
82	53660	1578978093.0
106	51501	1578978508.0
106	51502	1578978517.0
106	37605	1578978531.0
106	37604	1578978537.0
106	37119	1578978543.0
106	37118	1578978546.0
75	31653	1578980200.0
68	23734	1578982216.0
68	28664	1578982220.0
48	45003	1578984523.0
48	52764	1578984537.0
48	54245	1578984543.0
119	42882	1578987019.0
119	30055	1578987026.0
119	31638	1578987064.0
119	29776	1578987071.0
827	30463	1578987703.0
8	21257	1578990983.0
8	40682	1578990990.0
8	21258	1578990997.0
8	21256	1578991003.0
8	39007	1578991010.0
150	48748	1578991804.0
150	48749	1578991859.0
150	44727	1578991864.0
218	44747	1578994746.0
218	44745	1578994754.0
218	44744	1578994761.0
218	42326	1578994772.0
218	42510	1578994796.0
82	41879	1578994932.0
82	42323	1578994936.0
150	27162	1578996389.0
150	24571	1578996419.0
150	37873	1578996434.0
150	44240	1578996443.0
150	44726	1578996450.0
81	24469	1578997826.0
100	52479	1578999503.0
852	48949	1578999589.0
852	48950	1578999593.0
852	48991	1578999596.0
852	48055	1578999599.0
852	48994	1578999608.0
852	50716	1578999615.0
176	44738	1579001681.0
110	24510	1579002035.0
110	14620	1579002064.0
67	30804	1579002459.0
67	30939	1579002464.0
67	30941	1579002472.0
55	54248	1579004801.0
776	46233	1579004959.0
82	47233	1579004962.0
82	48143	1579004966.0
82	23334	1579004970.0
776	18771	1579004975.0
55	54247	1579005320.0
111	17038	1579005617.0
111	30741	1579005632.0
111	39639	1579005668.0
111	37286	1579005681.0
111	32221	1579005686.0
111	27155	1579005696.0
72	4205	1579006419.0
72	9076	1579006424.0
72	24032	1579006431.0
72	22450	1579006435.0
72	22449	1579006484.0
71	31628	1579007454.0
71	19541	1579007473.0
71	24446	1579007477.0
71	37565	1579007487.0
71	37566	1579007492.0
71	23131	1579007499.0
863	10174	1579008513.0
260	32311	1579008576.0
824	57285	1579008592.0
100	24524	1579009824.0
100	51239	1579009854.0
93	23132	1579009862.0
100	48743	1579009870.0
100	52804	1579009877.0
100	52806	1579009884.0
100	52805	1579009895.0
93	28401	1579009899.0
93	28402	1579009914.0
43	42375	1579010076.0
43	43510	1579010085.0
1264	45694	1579061094.0
825	57162	1579067332.0
825	57173	1579067342.0
825	57220	1579067349.0
233	30834	1579076336.0
759	28628	1579139046.0
759	30294	1579139065.0
759	39625	1579139079.0
759	30786	1579139086.0
759	24648	1579139099.0
818	29474	1579142691.0
818	29476	1579142698.0
818	29475	1579142730.0
818	28095	1579142743.0
818	29477	1579142748.0
818	29693	1579142755.0
818	29694	1579142760.0
818	28679	1579142830.0
777	14838	1579159960.0
805	43112	1579163823.0
805	30214	1579163828.0
805	45029	1579163840.0
805	45664	1579163861.0
805	45032	1579164049.0
805	45673	1579164056.0
805	45487	1579164062.0
33	49737	1580907245.0
33	53651	1580907248.0
33	41581	1580907249.0
33	20289	1580907252.0
33	41580	1580907257.0
33	52262	1580907260.0
832	25871	1580916850.0
822	42537	1581212360.0
822	44631	1581212366.0
182	42378	1581340576.0
182	32272	1581340592.0
182	32271	1581340599.0
186	44754	1582106007.0
207	42321	1582245513.0
193	24436	1582366461.0
193	24641	1582366467.0
193	24643	1582366469.0
193	41347	1582366472.0
193	24638	1582366473.0
193	24639	1582366474.0
193	41902	1582366476.0
102	28427	1582460810.0
848	18127	1582704179.0
264	52509	1582854011.0
264	41924	1582854014.0
833	41280	1583721196.0
833	24857	1584194142.0
833	42587	1584194150.0
833	52101	1584194164.0
1299	10968	1584971482.0
1299	10983	1584971486.0
1299	11554	1584971489.0
1299	11002	1584971496.0
1299	10995	1584971499.0
1299	10996	1584971502.0
1299	10997	1584971520.0
1299	10987	1584971522.0
1299	10988	1584971524.0
1299	11003	1584971526.0
1299	10989	1584971529.0
1299	11004	1584971531.0
1299	11005	1584971536.0
1299	10991	1584971539.0
1299	10872	1584971541.0
1299	10867	1584971544.0
1299	10868	1584971547.0
1299	10950	1584971549.0
1299	10874	1584971551.0
1299	10869	1584971556.0
1299	10873	1584971558.0
1299	10943	1584971560.0
1299	10992	1584971562.0
1299	10811	1584971566.0
764	23984	1585018837.0
764	30500	1585018838.0
764	24185	1585018841.0
764	24202	1585018842.0
49	32164	1585023197.0
784	37114	1585042037.0
784	17780	1585042044.0
1276	48562	1585057575.0
1266	18289	1587522325.0
1274	7815	1587717311.0
1293	45417	1587876180.0
1274	10597	1588754009.0
1274	10974	1588754017.0
1274	10596	1588754031.0
1293	45357	1588844624.0
1300	12842	1588990749.0
1300	12081	1588990755.0
1300	12080	1588990762.0
1300	9673	1588990766.0
1300	10479	1588990776.0
1300	10480	1588990788.0
1300	10610	1588990801.0
1300	52719	1589183704.0
1300	52393	1589184005.0
1299	8593	1589334029.0
1299	8592	1589334034.0
1299	10986	1589343100.0
1306	9578	1589360034.0
1306	9891	1589360193.0
1306	9695	1589360206.0
1293	49468	1589682282.0
1264	47656	1589848662.0
1271	16885	1589855257.0
1274	11446	1590072701.0
1274	10103	1590135909.0
1293	45418	1590204826.0
1293	45413	1590204834.0
784	14924	1590386350.0
784	32399	1590386355.0
1274	10595	1590395386.0
1274	10519	1590395399.0
1269	35830	1590396847.0
1274	11210	1590406181.0
1274	11514	1590406184.0
1274	11461	1590406192.0
1274	11513	1590406195.0
823	57719	1590454987.0
823	57707	1590454996.0
1293	45416	1590460187.0
1293	45421	1590460201.0
823	56895	1590566613.0
823	56875	1590566618.0
823	44470	1590566631.0
1277	55492	1590717874.0
1277	5275	1590717882.0
1277	4497	1590717887.0
1277	4498	1590717894.0
1277	4499	1590717897.0
1277	55494	1590717901.0
1277	55493	1590717907.0
1299	11561	1590719157.0
1299	10999	1590719391.0
1264	49562	1590720848.0
1264	49561	1590720858.0
1299	18020	1590722935.0
1299	18021	1590722943.0
1299	11542	1590722946.0
1299	11566	1590722967.0
1299	11567	1590722979.0
1299	11557	1590722985.0
1299	11505	1590722990.0
1299	11558	1590722994.0
1299	11559	1590723001.0
1299	11552	1590723094.0
1299	11485	1590723097.0
1299	11550	1590723111.0
1299	11568	1590723116.0
1269	5465	1590726536.0
1269	5482	1590726557.0
1272	9106	1590969684.0
796	31704	1590983215.0
1293	47916	1591064119.0
1271	55940	1591064888.0
1274	10930	1591087612.0
1289	43948	1591088274.0
1289	44048	1591088279.0
1289	44178	1591088292.0
1266	15049	1591230176.0
823	15361	1591232770.0
823	15363	1591232777.0
823	15362	1591232783.0
789	4198	1591235825.0
789	8636	1591235836.0
789	13983	1591235840.0
795	40347	1591583957.0
795	1103	1591583966.0
795	1566	1591583971.0
1290	56736	1591604273.0
784	23135	1591666580.0
1299	11551	1591691624.0
1299	11562	1591691764.0
1299	18018	1591691770.0
1299	18016	1591691777.0
1274	10597	1591692041.0
1274	10598	1591692050.0
1299	12739	1591692169.0
1299	11565	1591692177.0
1299	10151	1591692184.0
1299	18017	1591692214.0
1269	33460	1591694607.0
789	23793	1591776486.0
1293	45694	1591848410.0
1293	45701	1591848415.0
1306	9650	1591862216.0
1264	49561	1591953440.0
838	55459	1592108862.0
838	54644	1592108911.0
838	55426	1592108917.0
838	54646	1592108922.0
838	54645	1592108928.0
838	51014	1592109038.0
1271	28184	1592293004.0
1269	18177	1592298323.0
796	3967	1592362217.0
1278	50726	1592455042.0
1278	50727	1592455065.0
1278	50732	1592455091.0
1278	50728	1592455100.0
1278	50733	1592455110.0
1295	52258	1592802022.0
1295	52256	1592802031.0
1295	54300	1592905194.0
1295	54254	1592905207.0
1295	54294	1593667132.0
1269	34480	1593667849.0
1269	34576	1593766089.0
1299	11563	1594011329.0
1299	11564	1594011333.0
1299	11000	1594011351.0
776	13981	1594175226.0
776	6218	1594175238.0
776	5995	1594175244.0
776	14020	1594197654.0
776	13535	1594197659.0
776	13534	1594197663.0
1295	54589	1594277694.0
1295	54540	1594277712.0
1275	10583	1594439914.0
1275	10605	1594439921.0
1275	10604	1594439924.0
1275	10603	1594439928.0
1295	55742	1594791474.0
128	18533	1594796787.0
128	18556	1594796791.0
128	18591	1594796796.0
128	42583	1594796804.0
128	18592	1594796808.0
128	43499	1594796833.0
128	52834	1594796840.0
128	52657	1594796845.0
128	52482	1594796848.0
128	56208	1594796850.0
128	46215	1594797107.0
779	50420	1594803137.0
779	53735	1594803344.0
1290	43487	1594972169.0
1290	43563	1594972172.0
1290	43485	1594972174.0
1290	43486	1594972176.0
1278	50729	1594976242.0
1278	50730	1594976245.0
1278	50731	1594976247.0
1278	48353	1594976254.0
1278	48354	1594976257.0
1278	44397	1594976271.0
1278	50734	1594976273.0
1278	44406	1594976275.0
1278	44407	1594976277.0
1266	19378	1595376614.0
776	13956	1595378386.0
128	19996	1595391757.0
128	3139	1595391762.0
128	55520	1595391768.0
128	42582	1595391781.0
128	54957	1595391787.0
128	3080	1595393139.0
796	3341	1595401156.0
796	3342	1595401159.0
796	3343	1595401161.0
796	20550	1595401167.0
796	20551	1595401170.0
1282	2647	1595583327.0
1282	2650	1595583329.0
1282	2281	1595583331.0
1282	2307	1595583332.0
1282	2649	1595583334.0
1282	2645	1595583337.0
1282	2573	1595583339.0
1282	2648	1595583340.0
1282	2646	1595583343.0
1295	55741	1595826541.0
1263	46048	1595838913.0
1263	30052	1595838953.0
1299	9879	1596324984.0
1299	10178	1596324994.0
1299	10191	1596324996.0
1299	8623	1596324998.0
1299	10164	1596325001.0
1299	10192	1596325003.0
1299	11001	1596325005.0
1299	8622	1596325008.0
1299	12971	1596325010.0
1299	10984	1596325012.0
1299	10978	1596325014.0
1299	10193	1596325016.0
1299	10194	1596325018.0
1299	11006	1596325020.0
1299	12972	1596325023.0
1299	10950	1596325025.0
1299	10169	1596325028.0
1295	55677	1596503837.0
779	50417	1596521372.0
779	50418	1596521377.0
779	53736	1596522498.0
796	39664	1596591647.0
796	33892	1596591661.0
166	18678	1596602292.0
774	55516	1596621453.0
769	24727	1596701937.0
769	49951	1596701942.0
1295	6200	1596702728.0
1299	8860	1596801068.0
1299	9880	1596801073.0
1299	8861	1596801104.0
1299	9881	1596801107.0
1299	9603	1596801109.0
1299	9595	1596801112.0
1275	10565	1596804492.0
878	24185	1596859307.0
1303	22287	1596887598.0
823	57726	1596937988.0
823	57727	1596937994.0
1272	57762	1596940484.0
1272	52385	1596940485.0
147	13131	1596947103.0
147	48746	1596947126.0
147	13132	1596947133.0
147	42589	1596947158.0
796	33887	1597020012.0
796	33294	1597020015.0
796	33884	1597020017.0
1295	44035	1597021581.0
1295	43906	1597021591.0
769	41748	1597026917.0
1274	10474	1597039609.0
238	30663	1597053996.0
1276	14036	1597058753.0
1315	57808	1597114797.0
1315	57137	1597114804.0
230	57469	1597115471.0
230	56727	1597115492.0
230	56715	1597115876.0
33	50332	1597135266.0
147	38627	1597195952.0
147	42339	1597196001.0
230	18211	1597203617.0
230	18210	1597203625.0
230	18212	1597203631.0
230	3682	1597203751.0
832	26388	1597230876.0
832	26394	1597230880.0
832	26395	1597230889.0
233	35293	1597290193.0
233	35296	1597309464.0
233	35297	1597309469.0
779	48989	1597368471.0
779	48990	1597368477.0
233	42401	1597372963.0
247	41351	1597395164.0
247	41353	1597395167.0
261	5031	1597405282.0
261	28780	1597405288.0
260	16486	1597450727.0
261	28838	1597489504.0
233	35295	1597493675.0
233	35299	1597493684.0
233	35942	1597493689.0
230	56694	1597495323.0
230	39576	1597495331.0
1274	12057	1597569040.0
1274	9847	1597569042.0
233	35294	1597579786.0
233	35298	1597579792.0
784	37790	1597581971.0
247	44751	1597582349.0
769	20546	1597626062.0
1289	44267	1597626370.0
1289	44180	1597626373.0
1289	44045	1597626374.0
1293	40035	1597638712.0
48	55095	1597644411.0
48	52766	1597644419.0
86	33871	1597658317.0
233	30710	1597658628.0
233	32239	1597658640.0
247	13135	1597665273.0
247	13134	1597665281.0
247	44753	1597665290.0
247	44752	1597665297.0
794	36683	1597675782.0
794	46566	1597676036.0
779	49911	1597711366.0
1267	18292	1597748244.0
1267	15106	1597748362.0
1267	15107	1597748379.0
1267	18293	1597748385.0
1267	18248	1597748390.0
1267	18249	1597748393.0
1267	18290	1597748402.0
1267	18291	1597748420.0
1267	18294	1597748428.0
234	21689	1597807521.0
796	33239	1597824799.0
253	24717	1597883230.0
1319	3631	1597912445.0
1319	3632	1597912467.0
233	32169	1597914809.0
261	19017	1597916790.0
248	28542	1597924142.0
248	37569	1597924154.0
247	44750	1597928320.0
236	41068	1597928563.0
147	42505	1597993822.0
233	32169	1598004589.0
247	37019	1598014561.0
247	34601	1598014564.0
252	42390	1598065479.0
252	42340	1598065487.0
252	44756	1598065496.0
223	26999	1598073539.0
223	24565	1598073544.0
253	30837	1598085088.0
253	37824	1598085096.0
253	32307	1598085120.0
253	37825	1598085125.0
233	32250	1598089728.0
794	36261	1598093272.0
832	26402	1598093753.0
260	17047	1598094544.0
183	25602	1598094748.0
247	34373	1598157230.0
247	35516	1598157234.0
223	28225	1598171665.0
233	1115	1598174335.0
1267	3606	1598184510.0
1267	3386	1598184538.0
1267	6921	1598184552.0
1267	6922	1598184555.0
198	42429	1598185173.0
198	30934	1598185179.0
198	42318	1598185248.0
230	59	1598185970.0
230	35498	1598186210.0
230	33881	1598186216.0
230	33880	1598186221.0
779	49637	1598234147.0
238	32272	1598252780.0
238	30087	1598252802.0
815	13394	1598254951.0
91	15747	1598257897.0
91	57671	1598257924.0
91	57672	1598257930.0
91	15748	1598257962.0
1308	30052	1598264332.0
221	5058	1598270626.0
221	28419	1598270635.0
227	20062	1598273859.0
827	34464	1598320745.0
827	34466	1598320751.0
823	44462	1598323535.0
230	56601	1598333325.0
119	50365	1598339072.0
238	32271	1598342120.0
55	31618	1598342592.0
55	31619	1598342604.0
193	16444	1598343489.0
193	13615	1598343510.0
233	13314	1598345035.0
193	19814	1598345610.0
193	24640	1598345616.0
65	16416	1598346134.0
65	16414	1598346141.0
65	16415	1598346244.0
862	29478	1598347584.0
231	24570	1598352365.0
231	24680	1598352373.0
231	24681	1598352386.0
33	50329	1598352686.0
230	33879	1598356852.0
70	13607	1598358395.0
818	27668	1598405792.0
818	25088	1598405805.0
820	40196	1598407538.0
820	15038	1598407542.0
820	38131	1598407547.0
20	31591	1598409848.0
20	31592	1598409857.0
20	31605	1598409862.0
20	30627	1598409866.0
212	24424	1598411614.0
212	24663	1598411623.0
66	21158	1598411998.0
185	13361	1598415540.0
185	13357	1598415544.0
185	13524	1598415556.0
185	13343	1598415685.0
28	24368	1598418238.0
28	28338	1598418244.0
28	28337	1598418250.0
28	28339	1598418257.0
124	30713	1598426998.0
67	30940	1598429389.0
67	30652	1598429405.0
159	53681	1598430398.0
159	53682	1598430440.0
119	45651	1598430546.0
1267	3605	1598430557.0
119	45652	1598430557.0
1267	3355	1598430568.0
119	45141	1598430576.0
159	47409	1598430938.0
184	38733	1598435059.0
212	24167	1598435134.0
212	24334	1598435145.0
212	24664	1598435153.0
212	24667	1598435158.0
205	42381	1598435386.0
205	32169	1598435424.0
156	24574	1598436847.0
156	24575	1598436857.0
808	29020	1598439654.0
808	28331	1598439661.0
62	33874	1598441024.0
62	33871	1598441057.0
805	45087	1598443805.0
260	30841	1598445672.0
198	1114	1598446060.0
238	30386	1598488753.0
238	30085	1598488763.0
784	24588	1598491075.0
784	37943	1598491080.0
28	28336	1598502350.0
28	24367	1598502360.0
28	32143	1598502367.0
28	27109	1598502388.0
28	27108	1598502395.0
83	39892	1598515138.0
83	32195	1598515144.0
83	32196	1598515152.0
83	32179	1598515156.0
175	53747	1598515282.0
175	53644	1598515288.0
53	30680	1598515295.0
230	56371	1598516145.0
230	56369	1598516153.0
230	56370	1598516172.0
175	38817	1598518059.0
20	24339	1598518188.0
193	16445	1598521356.0
1308	56207	1598524720.0
827	30276	1598525641.0
827	30229	1598525646.0
212	24665	1598526117.0
212	24666	1598526122.0
247	24709	1598528076.0
247	24711	1598528082.0
247	20018	1598528091.0
116	32151	1598528628.0
186	44767	1598531363.0
156	18526	1598532635.0
36	51237	1598533048.0
108	5958	1598576299.0
108	5952	1598576306.0
108	5304	1598576312.0
874	24219	1598577234.0
874	39103	1598577244.0
851	53494	1598578969.0
851	53219	1598578974.0
851	53447	1598578987.0
851	52838	1598578990.0
41	24164	1598583898.0
41	24165	1598583907.0
106	24538	1598584394.0
843	32808	1598585620.0
843	16316	1598585624.0
159	48271	1598588480.0
56	28362	1598599709.0
56	31620	1598599717.0
880	33864	1598600585.0
212	32150	1598601388.0
212	32284	1598601421.0
212	32288	1598601427.0
212	32285	1598601431.0
43	41650	1598601902.0
43	41649	1598601914.0
195	19790	1598603639.0
195	25036	1598603644.0
97	27150	1598605442.0
97	9073	1598605448.0
834	54925	1598609809.0
834	54912	1598609817.0
834	54559	1598609826.0
153	2255	1598613935.0
153	2738	1598613942.0
153	2256	1598613946.0
153	34639	1598614000.0
153	34637	1598614012.0
153	35081	1598614047.0
56	28364	1598615175.0
56	28363	1598615182.0
56	28365	1598615190.0
1310	44553	1598623030.0
1310	44382	1598623032.0
83	6610	1598671502.0
248	41355	1598672195.0
886	877	1598672241.0
886	3956	1598672266.0
881	34575	1598672625.0
106	24538	1598674389.0
5	11023	1598674694.0
32	24159	1598675142.0
807	57865	1598675658.0
807	41644	1598675662.0
807	41609	1598675665.0
807	41608	1598675669.0
53	1564	1598678262.0
792	9109	1598679165.0
219	24536	1598684981.0
770	51258	1598696362.0
770	58095	1598696375.0
151	56464	1598696879.0
832	26406	1598701882.0
808	28359	1598704616.0
53	31602	1598705678.0
100	54746	1598753298.0
53	5383	1598760577.0
49	30596	1598766476.0
51	55784	1598766533.0
253	30838	1598777606.0
253	26967	1598777615.0
886	21078	1598781518.0
53	30679	1598788790.0
100	51490	1598792282.0
1299	9981	1598836878.0
1299	12520	1598836882.0
111	48152	1598839664.0
111	48148	1598839669.0
774	55548	1598839802.0
774	55512	1598839804.0
774	51027	1598839806.0
774	52724	1598839808.0
774	52947	1598839809.0
51	48139	1598840438.0
51	48140	1598840449.0
51	48024	1598840458.0
851	51443	1598842073.0
851	51442	1598842078.0
885	34025	1598857704.0
885	39253	1598857709.0
84	45134	1598863127.0
84	41598	1598863141.0
84	41597	1598863147.0
84	41322	1598863158.0
42	19730	1598863601.0
189	48675	1598864248.0
189	53871	1598864267.0
1272	26164	1598864767.0
827	34465	1598865781.0
827	38622	1598865783.0
843	14059	1598867926.0
178	24631	1598868473.0
178	53679	1598869386.0
764	41694	1598870580.0
764	41700	1598870585.0
764	41702	1598870589.0
764	41701	1598870592.0
200	32421	1598872884.0
200	53749	1598872892.0
200	33147	1598872898.0
49	30056	1598874264.0
32	37973	1598875057.0
248	53697	1598877373.0
100	55111	1598878787.0
97	11041	1598929309.0
81	15878	1598932121.0
153	34497	1598937488.0
247	54467	1598940943.0
52	19791	1598944566.0
52	20302	1598944572.0
52	19988	1598944580.0
20	30624	1598949829.0
20	30628	1598949835.0
153	34638	1598950090.0
153	34498	1598950097.0
3	1360	1598951134.0
765	44555	1598953511.0
765	44572	1598953540.0
173	52852	1598958160.0
173	52855	1598958165.0
64	23368	1598960157.0
64	22306	1598960170.0
